time_elapsed,subject,experiment,code_version,rt,octave,pitch_shift,offset,answer,response,correct
942682,18,IP,v1.0,1139.300000000745,5.0,-,15.0,False,True,False
948939,18,IP,v1.0,1578.699999999255,5.0,+,-15.0,True,True,True
954731,18,IP,v1.0,1037.5,5.0,-,0.0,False,True,False
960027,18,IP,v1.0,540.1999999992549,5.0,-,0.0,False,False,True
965307,18,IP,v1.0,601.5,5.0,-,-15.0,False,False,True
971075,18,IP,v1.0,941.5999999996276,5.0,-,15.0,False,True,False
976931,18,IP,v1.0,1103.0999999996277,5.0,+,0.0,True,True,True
982219,18,IP,v1.0,533.8000000007451,5.0,-,0.0,False,True,False
987820,18,IP,v1.0,775.7999999988824,5.0,+,15.0,True,True,True
993236,18,IP,v1.0,735.0,5.0,-,-15.0,False,True,False
998572,18,IP,v1.0,579.6999999992549,5.0,+,0.0,True,True,True
1003684,18,IP,v1.0,438.0,5.0,+,-15.0,True,True,True
1008948,18,IP,v1.0,582.0999999996275,5.0,-,-15.0,False,False,True
1014564,18,IP,v1.0,787.7999999988824,5.0,-,15.0,False,True,False
1020372,18,IP,v1.0,1133.300000000745,5.0,+,-15.0,True,False,False
1025588,18,IP,v1.0,538.4000000003725,5.0,+,-15.0,True,True,True
1031325,18,IP,v1.0,980.5,5.0,+,0.0,True,False,False
1036469,18,IP,v1.0,464.5,5.0,+,-15.0,True,True,True
1041661,18,IP,v1.0,362.4000000003725,5.0,-,15.0,False,False,True
1046837,18,IP,v1.0,348.5,5.0,+,15.0,True,False,False
1053413,18,IP,v1.0,1822.300000000745,5.0,-,0.0,False,False,True
1058653,18,IP,v1.0,560.5,5.0,-,-15.0,False,False,True
1064109,18,IP,v1.0,623.7999999988824,5.0,-,15.0,False,False,True
1069254,18,IP,v1.0,386.30000000074506,5.0,-,0.0,False,False,True
1074334,18,IP,v1.0,247.80000000074503,5.0,+,15.0,True,False,False
1079606,18,IP,v1.0,515.9000000003725,5.0,+,0.0,True,True,True
1085095,18,IP,v1.0,732.8000000007451,5.0,+,0.0,True,True,True
1090095,18,IP,v1.0,247.0,5.0,+,0.0,True,False,False
1096471,18,IP,v1.0,1544.0,5.0,+,15.0,True,True,True
1101623,18,IP,v1.0,472.80000000074506,5.0,-,-15.0,False,False,True
1106695,18,IP,v1.0,314.69999999925494,5.0,-,0.0,False,True,False
1112216,18,IP,v1.0,842.2999999988824,5.0,-,-15.0,False,True,False
1117504,18,IP,v1.0,459.0,5.0,+,15.0,True,True,True
1122912,18,IP,v1.0,653.9000000003725,5.0,+,0.0,True,True,True
1128088,18,IP,v1.0,344.2999999988824,5.0,-,15.0,False,False,True
1134376,18,IP,v1.0,1535.5,5.0,+,0.0,True,False,False
1139544,18,IP,v1.0,486.2999999988824,5.0,+,-15.0,True,True,True
1144512,18,IP,v1.0,287.80000000074506,5.0,+,-15.0,True,True,True
1149368,18,IP,v1.0,174.7000000011176,5.0,-,-15.0,False,True,False
1155089,18,IP,v1.0,966.5,5.0,-,0.0,False,True,False
1160673,18,IP,v1.0,757.0,5.0,-,15.0,False,False,True
1166761,18,IP,v1.0,1411.199999999255,5.0,+,-15.0,True,False,False
1171833,18,IP,v1.0,394.1999999992549,5.0,-,-15.0,False,False,True
1176937,18,IP,v1.0,273.5,5.0,-,15.0,False,False,True
1182289,18,IP,v1.0,598.5,5.0,-,0.0,False,False,True
1187561,18,IP,v1.0,442.7999999988824,5.0,+,15.0,True,True,True
1192657,18,IP,v1.0,418.80000000074506,5.0,+,-15.0,True,True,True
1199618,18,IP,v1.0,2131.2999999988824,5.0,+,15.0,True,True,True
1204898,18,IP,v1.0,450.9000000003725,5.0,-,15.0,False,False,True
1214186,18,IP,v1.0,323.2999999988824,3.0,-,15.0,False,False,True
1219730,18,IP,v1.0,787.8000000007451,3.0,-,0.0,False,False,True
1224858,18,IP,v1.0,372.1999999992549,3.0,+,0.0,True,True,True
1230218,18,IP,v1.0,687.5,3.0,-,-15.0,False,True,False
1235323,18,IP,v1.0,352.2999999988824,3.0,+,0.0,True,False,False
1240115,18,IP,v1.0,111.2000000011176,3.0,+,-15.0,True,True,True
1245323,18,IP,v1.0,379.30000000074506,3.0,+,15.0,True,False,False
1250251,18,IP,v1.0,251.1999999992549,3.0,-,-15.0,False,False,True
1255347,18,IP,v1.0,267.6000000014901,3.0,-,15.0,False,False,True
1260427,18,IP,v1.0,402.0,3.0,-,-15.0,False,False,True
1265579,18,IP,v1.0,323.59999999962747,3.0,-,15.0,False,False,True
1270643,18,IP,v1.0,233.0,3.0,+,15.0,True,False,False
1275587,18,IP,v1.0,190.2000000011176,3.0,-,0.0,False,False,True
1280564,18,IP,v1.0,296.0,3.0,+,-15.0,True,False,False
1285580,18,IP,v1.0,261.69999999925494,3.0,+,0.0,True,False,False
1290604,18,IP,v1.0,270.09999999962747,3.0,+,0.0,True,False,False
1295756,18,IP,v1.0,470.5999999996274,3.0,-,-15.0,False,False,True
1300836,18,IP,v1.0,250.40000000037253,3.0,-,15.0,False,False,True
1306084,18,IP,v1.0,419.0999999996274,3.0,-,15.0,False,False,True
1311900,18,IP,v1.0,1062.9000000003723,3.0,-,0.0,False,False,True
1317069,18,IP,v1.0,339.0,3.0,+,15.0,True,True,True
1322020,18,IP,v1.0,199.80000000074503,3.0,+,0.0,True,True,True
1326989,18,IP,v1.0,291.59999999962747,3.0,+,-15.0,True,True,True
1332261,18,IP,v1.0,443.6999999992549,3.0,+,15.0,True,False,False
1337373,18,IP,v1.0,360.19999999925494,3.0,+,0.0,True,True,True
1342749,18,IP,v1.0,697.5999999996275,3.0,+,-15.0,True,False,False
1347821,18,IP,v1.0,394.0999999996274,3.0,-,-15.0,False,True,False
1352757,18,IP,v1.0,256.30000000074506,3.0,-,-15.0,False,False,True
1357877,18,IP,v1.0,291.40000000037253,3.0,-,15.0,False,False,True
1362718,18,IP,v1.0,162.30000000074506,3.0,-,-15.0,False,True,False
1367854,18,IP,v1.0,306.09999999962747,3.0,-,15.0,False,False,True
1372926,18,IP,v1.0,240.59999999962747,3.0,+,15.0,True,True,True
1377926,18,IP,v1.0,317.90000000037253,3.0,+,-15.0,True,False,False
1382854,18,IP,v1.0,172.2000000011176,3.0,+,0.0,True,False,False
1387950,18,IP,v1.0,340.09999999962747,3.0,+,0.0,True,False,False
1392926,18,IP,v1.0,300.40000000037253,3.0,-,-15.0,False,False,True
1397967,18,IP,v1.0,284.3999999985099,3.0,+,0.0,True,False,False
1403135,18,IP,v1.0,338.09999999962747,3.0,+,15.0,True,False,False
1408167,18,IP,v1.0,279.19999999925494,3.0,-,0.0,False,False,True
1413215,18,IP,v1.0,294.09999999962747,3.0,-,0.0,False,False,True
1418191,18,IP,v1.0,295.40000000037253,3.0,+,-15.0,True,False,False
1423151,18,IP,v1.0,204.7000000011176,3.0,-,0.0,False,False,True
1428207,18,IP,v1.0,303.69999999925494,3.0,-,0.0,False,False,True
1433287,18,IP,v1.0,327.30000000074506,3.0,+,0.0,True,True,True
1438247,18,IP,v1.0,283.59999999962747,3.0,-,-15.0,False,False,True
1443279,18,IP,v1.0,201.09999999962747,3.0,+,15.0,True,True,True
1448448,18,IP,v1.0,336.59999999962747,3.0,+,15.0,True,False,False
1453520,18,IP,v1.0,317.30000000074506,3.0,-,0.0,False,False,True
1458616,18,IP,v1.0,339.80000000074506,3.0,-,0.0,False,False,True
1464408,18,IP,v1.0,1035.0,3.0,-,0.0,False,False,True
1469272,18,IP,v1.0,186.90000000037253,3.0,+,-15.0,True,True,True
1474376,18,IP,v1.0,275.30000000074506,3.0,+,15.0,True,True,True
1479336,18,IP,v1.0,278.0,3.0,-,-15.0,False,False,True
1484360,18,IP,v1.0,193.5,3.0,-,15.0,False,False,True
1489497,18,IP,v1.0,308.2999999988824,3.0,+,15.0,True,False,False
1494609,18,IP,v1.0,282.80000000074506,3.0,-,15.0,False,False,True
1499441,18,IP,v1.0,151.5,3.0,+,-15.0,True,True,True
1504497,18,IP,v1.0,227.0,3.0,-,15.0,False,False,True
1509649,18,IP,v1.0,473.6999999992549,3.0,+,-15.0,True,True,True
1515593,18,IP,v1.0,1263.0,3.0,+,-15.0,True,False,False
134992,19,IP,v1.0,3000.0,3.0,-,-15.0,False,False,True
141416,19,IP,v1.0,1744.2000000011176,3.0,-,-15.0,False,False,True
149256,19,IP,v1.0,3163.89999999851,3.0,-,-15.0,False,False,True
154768,19,IP,v1.0,757.9000000022352,3.0,+,0.0,True,True,True
161216,19,IP,v1.0,1615.60000000149,3.0,-,15.0,False,False,True
166608,19,IP,v1.0,639.7000000029802,3.0,+,0.0,True,True,True
172304,19,IP,v1.0,867.1999999992549,3.0,+,15.0,True,True,True
179033,19,IP,v1.0,1900.800000000745,3.0,+,15.0,True,True,True
186161,19,IP,v1.0,2300.5,3.0,+,15.0,True,True,True
191465,19,IP,v1.0,476.1999999992549,3.0,-,15.0,False,False,True
196697,19,IP,v1.0,553.0999999977648,3.0,+,-15.0,True,True,True
202681,19,IP,v1.0,1231.5,3.0,+,0.0,True,True,True
207945,19,IP,v1.0,510.6000000014901,3.0,-,0.0,False,False,True
213609,19,IP,v1.0,834.1000000014901,3.0,-,15.0,False,False,True
218689,19,IP,v1.0,399.0999999977648,3.0,+,-15.0,True,True,True
224978,19,IP,v1.0,1532.60000000149,3.0,-,0.0,False,False,True
231306,19,IP,v1.0,1498.300000000745,3.0,-,15.0,False,False,True
236850,19,IP,v1.0,714.8999999985099,3.0,-,15.0,False,False,True
241946,19,IP,v1.0,342.3999999985099,3.0,+,0.0,True,True,True
247850,19,IP,v1.0,1074.300000000745,3.0,-,15.0,False,False,True
253018,19,IP,v1.0,338.5,3.0,+,15.0,True,True,True
257939,19,IP,v1.0,243.1000000014901,3.0,+,-15.0,True,True,True
263954,19,IP,v1.0,1185.2999999970198,3.0,-,15.0,False,False,True
269595,19,IP,v1.0,887.1000000014901,3.0,-,0.0,False,False,True
275035,19,IP,v1.0,608.8999999985099,3.0,+,15.0,True,True,True
281115,19,IP,v1.0,1325.300000000745,3.0,-,0.0,False,False,True
286171,19,IP,v1.0,378.6999999992549,3.0,+,-15.0,True,True,True
291595,19,IP,v1.0,595.9000000022352,3.0,+,15.0,True,True,True
297435,19,IP,v1.0,1007.89999999851,3.0,-,15.0,False,False,True
302828,19,IP,v1.0,635.9000000022352,3.0,+,0.0,True,True,True
308804,19,IP,v1.0,1294.39999999851,3.0,+,-15.0,True,True,True
314044,19,IP,v1.0,566.9000000022352,3.0,-,-15.0,False,False,True
320348,19,IP,v1.0,1547.699999999255,3.0,-,0.0,False,False,True
325500,19,IP,v1.0,320.0,3.0,+,15.0,True,True,True
330540,19,IP,v1.0,286.29999999701977,3.0,+,0.0,True,True,True
335444,19,IP,v1.0,227.09999999776483,3.0,+,-15.0,True,True,True
340556,19,IP,v1.0,434.0,3.0,+,-15.0,True,True,True
346524,19,IP,v1.0,1287.5,3.0,+,-15.0,True,True,True
352717,19,IP,v1.0,1361.4000000022352,3.0,+,15.0,True,True,True
358293,19,IP,v1.0,749.3000000007451,3.0,-,15.0,False,False,True
363557,19,IP,v1.0,585.7999999970198,3.0,-,-15.0,False,False,True
368845,19,IP,v1.0,532.6999999992549,3.0,+,0.0,True,True,True
374037,19,IP,v1.0,361.2000000029802,3.0,-,15.0,False,False,True
379085,19,IP,v1.0,370.30000000074506,3.0,+,-15.0,True,True,True
384221,19,IP,v1.0,380.5,3.0,-,0.0,False,False,True
389286,19,IP,v1.0,382.6999999992549,3.0,-,-15.0,False,False,True
394582,19,IP,v1.0,541.3000000007451,3.0,+,0.0,True,True,True
400062,19,IP,v1.0,802.5,3.0,-,-15.0,False,False,True
405654,19,IP,v1.0,914.89999999851,3.0,-,-15.0,False,False,True
411158,19,IP,v1.0,747.1000000014901,3.0,-,0.0,False,False,True
416446,19,IP,v1.0,607.6999999992549,3.0,+,-15.0,True,True,True
421630,19,IP,v1.0,427.5,3.0,-,0.0,False,False,True
426807,19,IP,v1.0,419.80000000074506,3.0,-,0.0,False,False,True
431831,19,IP,v1.0,271.3999999985099,3.0,+,0.0,True,True,True
436911,19,IP,v1.0,405.7000000029802,3.0,-,-15.0,False,False,True
442583,19,IP,v1.0,923.0,3.0,+,0.0,True,True,True
447535,19,IP,v1.0,273.20000000298023,3.0,-,-15.0,False,False,True
453151,19,IP,v1.0,861.8999999985099,3.0,-,0.0,False,False,True
459455,19,IP,v1.0,1471.4000000022352,3.0,+,15.0,True,True,True
465175,19,IP,v1.0,887.1000000014901,3.0,+,15.0,True,True,True
513673,19,IP,v1.0,1092.60000000149,5.0,-,-15.0,False,False,True
520177,19,IP,v1.0,1675.39999999851,5.0,+,15.0,True,True,True
525361,19,IP,v1.0,427.3999999985099,5.0,+,0.0,True,True,True
531273,19,IP,v1.0,1080.300000000745,5.0,+,15.0,True,True,True
537313,19,IP,v1.0,1286.0999999977648,5.0,-,0.0,False,False,True
542609,19,IP,v1.0,539.4000000022352,5.0,-,0.0,False,False,True
547769,19,IP,v1.0,404.8999999985099,5.0,-,0.0,False,False,True
553226,19,IP,v1.0,625.0,5.0,-,15.0,False,False,True
558642,19,IP,v1.0,735.1000000014901,5.0,+,-15.0,True,True,True
564306,19,IP,v1.0,983.2000000029802,5.0,+,-15.0,True,True,True
570466,19,IP,v1.0,1332.199999999255,5.0,+,15.0,True,True,True
575666,19,IP,v1.0,448.6000000014901,5.0,-,0.0,False,False,True
581266,19,IP,v1.0,847.3999999985099,5.0,+,0.0,True,True,True
587370,19,IP,v1.0,1274.2000000029802,5.0,+,15.0,True,True,True
593202,19,IP,v1.0,1074.699999999255,5.0,+,0.0,True,True,True
598235,19,IP,v1.0,354.19999999925494,5.0,-,-15.0,False,False,True
604347,19,IP,v1.0,1357.7000000029802,5.0,+,0.0,True,True,True
609739,19,IP,v1.0,637.0999999977648,5.0,+,0.0,True,True,True
615331,19,IP,v1.0,911.7000000029802,5.0,+,-15.0,True,True,True
620827,19,IP,v1.0,817.4000000022352,5.0,+,-15.0,True,True,True
626635,19,IP,v1.0,1128.10000000149,5.0,+,-15.0,True,True,True
632028,19,IP,v1.0,715.3000000007451,5.0,-,-15.0,False,False,True
637339,19,IP,v1.0,483.29999999701977,5.0,-,15.0,False,False,True
643548,19,IP,v1.0,1530.800000000745,5.0,+,-15.0,True,True,True
648724,19,IP,v1.0,419.79999999701977,5.0,-,0.0,False,False,True
653948,19,IP,v1.0,396.30000000074506,5.0,-,15.0,False,False,True
659116,19,IP,v1.0,415.1999999992549,5.0,+,0.0,True,True,True
664156,19,IP,v1.0,358.3999999985099,5.0,-,-15.0,False,False,True
669588,19,IP,v1.0,681.8999999985099,5.0,+,0.0,True,True,True
674636,19,IP,v1.0,366.1999999992549,5.0,-,-15.0,False,False,True
679797,19,IP,v1.0,330.69999999925494,5.0,+,15.0,True,True,True
685021,19,IP,v1.0,394.2000000029802,5.0,+,15.0,True,True,True
690253,19,IP,v1.0,401.6000000014901,5.0,-,15.0,False,False,True
695509,19,IP,v1.0,578.4000000022352,5.0,-,-15.0,False,False,True
700813,19,IP,v1.0,547.5,5.0,-,0.0,False,False,True
705885,19,IP,v1.0,319.70000000298023,5.0,+,0.0,True,True,True
711157,19,IP,v1.0,593.3999999985099,5.0,-,-15.0,False,False,True
716245,19,IP,v1.0,410.5,5.0,+,-15.0,True,True,True
722238,19,IP,v1.0,1160.60000000149,5.0,+,15.0,True,True,True
727566,19,IP,v1.0,497.9000000022352,5.0,-,15.0,False,False,True
732910,19,IP,v1.0,588.1999999992549,5.0,-,0.0,False,False,True
738414,19,IP,v1.0,751.8000000007451,5.0,-,0.0,False,False,True
743382,19,IP,v1.0,292.0,5.0,+,-15.0,True,True,True
748558,19,IP,v1.0,348.20000000298023,5.0,-,15.0,False,False,True
753654,19,IP,v1.0,416.79999999701977,5.0,-,-15.0,False,False,True
758742,19,IP,v1.0,257.1000000014901,5.0,+,15.0,True,True,True
763823,19,IP,v1.0,403.0,5.0,+,-15.0,True,True,True
769415,19,IP,v1.0,915.7000000029802,5.0,-,-15.0,False,False,True
774919,19,IP,v1.0,754.0,5.0,+,0.0,True,True,True
780015,19,IP,v1.0,341.1000000014901,5.0,-,0.0,False,False,True
785199,19,IP,v1.0,352.69999999925494,5.0,-,15.0,False,False,True
790327,19,IP,v1.0,296.8999999985099,5.0,+,15.0,True,True,True
795455,19,IP,v1.0,299.0,5.0,-,15.0,False,False,True
800392,19,IP,v1.0,254.39999999850988,5.0,-,-15.0,False,False,True
805768,19,IP,v1.0,620.9000000022352,5.0,+,0.0,True,True,True
811232,19,IP,v1.0,634.0,5.0,-,15.0,False,False,True
816352,19,IP,v1.0,366.5999999977648,5.0,-,0.0,False,False,True
821928,19,IP,v1.0,747.5,5.0,-,15.0,False,False,True
827072,19,IP,v1.0,312.80000000074506,5.0,+,15.0,True,True,True
832384,19,IP,v1.0,632.6000000014901,5.0,+,-15.0,True,True,True
1016253,19,IP,v1.0,1213.199999999255,3.0,-,-15.0,False,False,True
1021765,19,IP,v1.0,833.1000000014901,3.0,-,-15.0,False,False,True
1026877,19,IP,v1.0,360.5,3.0,-,0.0,False,False,True
1032325,19,IP,v1.0,619.0,3.0,-,15.0,False,False,True
1037341,19,IP,v1.0,183.89999999850988,3.0,+,15.0,True,True,True
1042517,19,IP,v1.0,344.5,3.0,-,15.0,False,False,True
1048525,19,IP,v1.0,1180.300000000745,3.0,+,15.0,True,True,True
1053998,19,IP,v1.0,795.1999999992549,3.0,-,-15.0,False,False,True
1060166,19,IP,v1.0,1488.800000000745,3.0,+,-15.0,True,True,True
1065230,19,IP,v1.0,312.69999999925494,3.0,+,0.0,True,True,True
1072230,19,IP,v1.0,2244.699999999255,3.0,-,0.0,False,False,True
1078006,19,IP,v1.0,1019.5,3.0,+,0.0,True,True,True
1083878,19,IP,v1.0,1040.5,3.0,+,15.0,True,True,True
1089255,19,IP,v1.0,623.3999999985099,3.0,-,0.0,False,False,True
1094654,19,IP,v1.0,647.8000000007451,3.0,-,0.0,False,False,True
1105015,19,IP,v1.0,5533.89999999851,3.0,+,15.0,True,True,True
1111943,19,IP,v1.0,2250.800000000745,3.0,+,-15.0,True,True,True
1118535,19,IP,v1.0,1760.699999999255,3.0,+,15.0,True,True,True
1126599,19,IP,v1.0,3311.300000000745,3.0,+,0.0,True,True,True
1132567,19,IP,v1.0,1210.60000000149,3.0,+,0.0,True,True,True
1137855,19,IP,v1.0,606.1999999992549,3.0,+,-15.0,True,True,True
1144168,19,IP,v1.0,1554.5,3.0,+,0.0,True,True,True
1150208,19,IP,v1.0,1360.0,3.0,+,-15.0,True,True,True
1157528,19,IP,v1.0,2567.5,3.0,+,0.0,True,True,True
1163184,19,IP,v1.0,903.3000000007452,3.0,-,0.0,False,False,True
1168488,19,IP,v1.0,472.1000000014901,3.0,-,15.0,False,False,True
1173640,19,IP,v1.0,399.5,3.0,-,0.0,False,False,True
1178873,19,IP,v1.0,401.2000000029802,3.0,+,15.0,True,True,True
1184041,19,IP,v1.0,414.1999999992549,3.0,+,0.0,True,True,True
1189161,19,IP,v1.0,292.5,3.0,+,15.0,True,True,True
1194513,19,IP,v1.0,524.5,3.0,-,15.0,False,False,True
1200961,19,IP,v1.0,1620.5,3.0,-,15.0,False,False,True
1206089,19,IP,v1.0,449.6000000014901,3.0,+,-15.0,True,True,True
1211321,19,IP,v1.0,474.9000000022352,3.0,+,0.0,True,True,True
1216961,19,IP,v1.0,959.89999999851,3.0,+,-15.0,True,True,True
1222434,19,IP,v1.0,795.4000000022352,3.0,-,-15.0,False,False,True
1227778,19,IP,v1.0,514.0999999977648,3.0,+,15.0,True,True,True
1233010,19,IP,v1.0,550.9000000022352,3.0,-,-15.0,False,False,True
1238418,19,IP,v1.0,577.5,3.0,+,15.0,True,True,True
1243938,19,IP,v1.0,838.4000000022352,3.0,-,-15.0,False,False,True
1249410,19,IP,v1.0,644.6000000014901,3.0,-,15.0,False,False,True
1254482,19,IP,v1.0,242.5,3.0,+,15.0,True,True,True
1259362,19,IP,v1.0,199.6999999992549,3.0,-,-15.0,False,False,True
1264571,19,IP,v1.0,380.80000000074506,3.0,-,15.0,False,False,True
1269875,19,IP,v1.0,547.3000000007451,3.0,-,0.0,False,False,True
1274891,19,IP,v1.0,338.80000000074506,3.0,+,-15.0,True,True,True
1280011,19,IP,v1.0,443.30000000074506,3.0,-,-15.0,False,False,True
1285131,19,IP,v1.0,367.80000000074506,3.0,-,0.0,False,False,True
1290635,19,IP,v1.0,751.8000000007451,3.0,+,0.0,True,True,True
1297020,19,IP,v1.0,1708.300000000745,3.0,+,-15.0,True,True,True
1301899,19,IP,v1.0,202.6000000014901,3.0,-,-15.0,False,False,True
1307852,19,IP,v1.0,1272.800000000745,3.0,+,-15.0,True,True,True
1313380,19,IP,v1.0,850.6000000014901,3.0,-,-15.0,False,False,True
1319012,19,IP,v1.0,805.3999999985099,3.0,-,15.0,False,False,True
1323844,19,IP,v1.0,151.60000000149012,3.0,+,-15.0,True,True,True
1329276,19,IP,v1.0,603.1000000014901,3.0,-,15.0,False,False,True
1334356,19,IP,v1.0,325.0,3.0,-,0.0,False,False,True
1339373,19,IP,v1.0,261.69999999925494,3.0,+,0.0,True,True,True
1344444,19,IP,v1.0,317.8999999985099,3.0,-,0.0,False,False,True
1349773,19,IP,v1.0,497.0,3.0,-,15.0,False,False,True
1550617,19,IP,v1.0,504.80000000074506,5.0,+,0.0,True,True,True
1555714,19,IP,v1.0,341.80000000074506,5.0,-,0.0,False,False,True
1560746,19,IP,v1.0,358.0,5.0,-,-15.0,False,False,True
1566026,19,IP,v1.0,523.8000000007451,5.0,-,0.0,False,False,True
1571298,19,IP,v1.0,443.5999999977648,5.0,+,15.0,True,True,True
1577682,19,IP,v1.0,1556.89999999851,5.0,+,15.0,True,True,True
1582771,19,IP,v1.0,410.4000000022352,5.0,-,-15.0,False,False,True
1587938,19,IP,v1.0,336.3999999985099,5.0,-,15.0,False,False,True
1593683,19,IP,v1.0,1064.9000000022352,5.0,+,-15.0,True,True,True
1599875,19,IP,v1.0,1440.300000000745,5.0,-,0.0,False,False,True
1605555,19,IP,v1.0,1001.6999999992548,5.0,+,-15.0,True,True,True
1610955,19,IP,v1.0,567.8000000007451,5.0,+,15.0,True,True,True
1616003,19,IP,v1.0,367.79999999701977,5.0,-,-15.0,False,False,True
1621219,19,IP,v1.0,464.30000000074506,5.0,-,0.0,False,False,True
1626291,19,IP,v1.0,392.5,5.0,-,-15.0,False,False,True
1631555,19,IP,v1.0,583.3000000007451,5.0,-,-15.0,False,False,True
1637108,19,IP,v1.0,719.2000000029802,5.0,+,15.0,True,True,True
1642516,19,IP,v1.0,653.1000000014901,5.0,-,0.0,False,False,True
1647692,19,IP,v1.0,494.1999999992549,5.0,+,-15.0,True,True,True
1660652,19,IP,v1.0,8206.800000000745,5.0,+,0.0,True,False,False
1665948,19,IP,v1.0,540.0,5.0,+,0.0,True,True,True
1671404,19,IP,v1.0,702.0999999977648,5.0,+,0.0,True,True,True
1676660,19,IP,v1.0,425.5,5.0,-,15.0,False,False,True
1681677,19,IP,v1.0,339.1000000014901,5.0,+,-15.0,True,True,True
1686813,19,IP,v1.0,453.6999999992549,5.0,+,-15.0,True,True,True
1691893,19,IP,v1.0,326.69999999925494,5.0,-,0.0,False,False,True
1697021,19,IP,v1.0,450.30000000074506,5.0,-,-15.0,False,False,True
1702501,19,IP,v1.0,723.8000000007451,5.0,-,0.0,False,False,True
1707845,19,IP,v1.0,512.1999999992549,5.0,+,15.0,True,True,True
1713229,19,IP,v1.0,555.8000000007451,5.0,-,15.0,False,False,True
1719269,19,IP,v1.0,1214.5,5.0,-,15.0,False,False,True
1725942,19,IP,v1.0,1843.800000000745,5.0,+,15.0,True,True,True
1731110,19,IP,v1.0,335.80000000074506,5.0,+,15.0,True,True,True
1737046,19,IP,v1.0,1105.5,5.0,-,15.0,False,False,True
1742670,19,IP,v1.0,872.1999999992549,5.0,+,0.0,True,True,True
1747542,19,IP,v1.0,194.6000000014901,5.0,-,-15.0,False,False,True
1753294,19,IP,v1.0,1070.4000000022352,5.0,+,-15.0,True,True,True
1758559,19,IP,v1.0,587.6000000014901,5.0,+,-15.0,True,True,True
1763711,19,IP,v1.0,398.8999999985099,5.0,+,0.0,True,False,False
1769159,19,IP,v1.0,616.6999999992549,5.0,-,15.0,False,False,True
1774815,19,IP,v1.0,902.7999999970198,5.0,+,0.0,True,True,True
1780591,19,IP,v1.0,949.60000000149,5.0,+,15.0,True,True,True
1786607,19,IP,v1.0,1183.60000000149,5.0,+,15.0,True,True,True
1792159,19,IP,v1.0,872.8999999985099,5.0,-,-15.0,False,False,True
1797423,19,IP,v1.0,511.6000000014901,5.0,-,0.0,False,False,True
1802664,19,IP,v1.0,486.6000000014901,5.0,+,0.0,True,True,True
1808024,19,IP,v1.0,529.0,5.0,-,15.0,False,False,True
1813696,19,IP,v1.0,843.2000000029802,5.0,-,15.0,False,False,True
1819384,19,IP,v1.0,935.3000000007452,5.0,-,0.0,False,False,True
1824480,19,IP,v1.0,417.7000000029802,5.0,+,-15.0,True,True,True
1831136,19,IP,v1.0,1901.5,5.0,+,0.0,True,True,True
1838041,19,IP,v1.0,2072.0,5.0,+,15.0,True,True,True
1843528,19,IP,v1.0,657.6000000014901,5.0,-,15.0,False,False,True
1848721,19,IP,v1.0,514.8999999985099,5.0,+,-15.0,True,True,True
1853913,19,IP,v1.0,511.30000000074506,5.0,-,-15.0,False,False,True
1859081,19,IP,v1.0,489.7000000029802,5.0,-,-15.0,False,False,True
1864641,19,IP,v1.0,882.9000000022352,5.0,+,-15.0,True,True,True
1870105,19,IP,v1.0,710.2000000029802,5.0,+,0.0,True,True,True
1875593,19,IP,v1.0,660.5,5.0,-,15.0,False,False,True
1881065,19,IP,v1.0,716.6999999992549,5.0,-,0.0,False,False,True
129679,20,IP,v1.0,3296.60000000149,5.0,-,0.0,False,False,True
135711,20,IP,v1.0,1201.7999999970198,5.0,+,15.0,True,True,True
141464,20,IP,v1.0,922.60000000149,5.0,-,15.0,False,False,True
148728,20,IP,v1.0,2584.699999999255,5.0,-,-15.0,False,False,True
154360,20,IP,v1.0,954.5,5.0,+,-15.0,True,True,True
159848,20,IP,v1.0,811.9000000022352,5.0,+,-15.0,True,True,True
166808,20,IP,v1.0,2280.10000000149,5.0,-,-15.0,False,False,True
172760,20,IP,v1.0,1127.10000000149,5.0,-,15.0,False,False,True
178768,20,IP,v1.0,1329.60000000149,5.0,-,-15.0,False,True,False
184512,20,IP,v1.0,1065.699999999255,5.0,-,-15.0,False,False,True
190392,20,IP,v1.0,1123.199999999255,5.0,-,0.0,False,False,True
195961,20,IP,v1.0,741.1999999992549,5.0,+,15.0,True,False,False
202368,20,IP,v1.0,1727.4000000022352,5.0,+,-15.0,True,True,True
208377,20,IP,v1.0,1257.199999999255,5.0,-,0.0,False,False,True
213921,20,IP,v1.0,711.3999999985099,5.0,-,15.0,False,False,True
219809,20,IP,v1.0,1055.7999999970198,5.0,+,15.0,True,False,False
227281,20,IP,v1.0,2716.800000000745,5.0,+,0.0,True,False,False
232809,20,IP,v1.0,698.6000000014901,5.0,+,15.0,True,True,True
238617,20,IP,v1.0,1055.699999999255,5.0,+,0.0,True,False,False
244201,20,IP,v1.0,759.1000000014901,5.0,+,15.0,True,True,True
249777,20,IP,v1.0,820.1999999992549,5.0,+,0.0,True,False,False
255258,20,IP,v1.0,652.3000000007451,5.0,-,15.0,False,False,True
261122,20,IP,v1.0,1036.0999999977648,5.0,+,15.0,True,True,True
267154,20,IP,v1.0,1205.39999999851,5.0,+,15.0,True,False,False
273426,20,IP,v1.0,1515.5,5.0,+,0.0,True,True,True
278754,20,IP,v1.0,649.5999999977648,5.0,+,-15.0,True,True,True
