subject,experimenter,version,jnd,shift_size,interval,offset,hit_rate,fa_rate,accuracy,perc_resp_low,dprime,C,rt
23,EM,1.1,4.1875,1.0,575,15,0.8333333333333334,0.11904761904761904,0.875,0.525,2.147182683713562,0.10616977575508008,0.775
23,EM,1.1,4.1875,0.5,425,-15,0.6904761904761905,0.6428571428571429,0.525,0.325,0.13109421388098424,-0.43165346374106195,1.0
23,EM,1.1,4.1875,0.5,500,0,0.6904761904761905,0.4523809523809524,0.625,0.425,0.6168486837213961,-0.188776228820856,1.15
23,EM,1.1,4.1875,0.5,575,15,0.5476190476190477,0.4523809523809524,0.55,0.5,0.2392962260796842,-6.938893903907228e-17,0.75
24,EM,1.1,7.75,1.0,425,-15,0.9761904761904762,0.11904761904761904,0.95,0.45,3.16051351425914,-0.40049563951770883,0.75
24,EM,1.1,7.75,1.0,500,0,0.9285714285714286,0.11904761904761904,0.925,0.475,2.644994910297384,-0.1427363375368309,1.025
24,EM,1.1,7.75,1.0,575,15,0.9285714285714286,0.21428571428571427,0.875,0.425,2.2568724004288976,-0.3367975924710742,0.95
24,EM,1.1,7.75,0.5,425,-15,0.9285714285714286,0.2619047619047619,0.85,0.4,2.1027179536479,-0.41387481586157304,0.925
24,EM,1.1,7.75,0.5,500,0,0.9761904761904762,0.21428571428571427,0.9,0.4,2.7723910043906534,-0.5945568944519521,1.15
24,EM,1.1,7.75,0.5,575,15,0.9285714285714286,0.11904761904761904,0.925,0.475,2.644994910297384,-0.1427363375368309,0.875
25,JKP,1.1,11.375,1.0,425,-15,0.9285714285714286,0.023809523809523808,0.975,0.525,3.445986189332802,0.25775930198087793,0.65
25,JKP,1.1,11.375,1.0,500,0,0.9761904761904762,0.07142857142857142,0.975,0.475,3.445986189332802,-0.25775930198087793,0.7
25,JKP,1.1,11.375,1.0,575,15,0.9761904761904762,0.023809523809523808,1.0,0.5,3.9615047932945577,-0.0,0.825
25,JKP,1.1,11.375,0.5,425,-15,0.8809523809523809,0.16666666666666666,0.875,0.475,2.147182683713562,-0.10616977575508008,1.2
25,JKP,1.1,11.375,0.5,500,0,0.9285714285714286,0.07142857142857142,0.95,0.5,2.930467585371046,-0.0,1.1
25,JKP,1.1,11.375,0.5,575,15,0.7857142857142857,0.023809523809523808,0.9,0.6,2.7723910043906534,0.5945568944519521,1.05
26,OMR,1.1,4.25,1.0,425,-15,0.8333333333333334,0.4523809523809524,0.7,0.35,1.087069679141543,-0.4238867265309295,1.4
26,OMR,1.1,4.25,1.0,500,0,0.7380952380952381,0.30952380952380953,0.725,0.475,1.1346847316439312,-0.07014179514041155,1.225
26,OMR,1.1,4.25,1.0,575,15,0.6904761904761905,0.07142857142857142,0.825,0.625,1.962434363367077,0.48401661100198445,1.4
26,OMR,1.1,4.25,0.5,425,-15,0.6428571428571429,0.7380952380952381,0.45,0.3,-0.27137780416180735,-0.5017952588814735,1.525
26,OMR,1.1,4.25,0.5,500,0,0.5952380952380952,0.40476190476190477,0.6,0.5,0.4820807877720537,-0.0,1.85
26,OMR,1.1,4.25,0.5,575,15,0.6904761904761905,0.40476190476190477,0.65,0.45,0.7382409645675809,-0.12808008839776358,2.025
27,OMR,1.1,13.0625,1.0,425,-15,0.8809523809523809,0.023809523809523808,0.95,0.55,3.16051351425914,0.40049563951770883,0.675
27,OMR,1.1,13.0625,1.0,500,0,0.8809523809523809,0.07142857142857142,0.925,0.525,2.644994910297384,0.1427363375368309,0.975
27,OMR,1.1,13.0625,1.0,575,15,0.8333333333333334,0.023809523809523808,0.925,0.575,2.94817396274898,0.506665415272789,0.7
27,OMR,1.1,13.0625,0.5,425,-15,0.6904761904761905,0.2619047619047619,0.725,0.525,1.134684731643931,0.07014179514041144,0.975
27,OMR,1.1,13.0625,0.5,500,0,0.8809523809523809,0.35714285714285715,0.775,0.375,1.5458674744124308,-0.4068273804056458,1.05
27,OMR,1.1,13.0625,0.5,575,15,0.7857142857142857,0.2619047619047619,0.775,0.475,1.4291227687057515,-0.07707722339049883,1.0
28,OMR,1.1,2.875,1.0,425,-15,0.40476190476190477,0.21428571428571427,0.6,0.7,0.5505982138573478,0.5163395008147007,1.3
28,OMR,1.1,2.875,1.0,500,0,0.5,0.30952380952380953,0.6,0.6,0.49720057068155404,0.24860028534077702,1.125
28,OMR,1.1,2.875,1.0,575,15,0.4523809523809524,0.21428571428571427,0.625,0.675,0.6719904947035326,0.4556433603916083,1.25
28,OMR,1.1,2.875,0.5,425,-15,0.9285714285714286,0.5476190476190477,0.7,0.25,1.3455856796456809,-0.7924409528626826,1.25
28,OMR,1.1,2.875,0.5,500,0,0.8333333333333334,0.5952380952380952,0.625,0.275,0.7263811722156742,-0.604230979993864,1.225
28,OMR,1.1,2.875,0.5,575,15,0.8809523809523809,0.6428571428571429,0.625,0.225,0.8136547608112914,-0.7729337372062155,1.225
29,OMR,1.1,8.8125,1.0,425,-15,0.5,0.023809523809523808,0.75,0.75,1.9807523966472789,0.9903761983236394,1.525
29,OMR,1.1,8.8125,1.0,500,0,0.6904761904761905,0.11904761904761904,0.8,0.6,1.6769616882934153,0.34128027346515355,1.15
29,OMR,1.1,8.8125,1.0,575,15,0.6428571428571429,0.11904761904761904,0.775,0.625,1.545867474412431,0.4068273804056457,1.6
29,OMR,1.1,8.8125,0.5,425,-15,0.35714285714285715,0.21428571428571427,0.575,0.725,0.42553225094280495,0.5788724822719721,1.275
29,OMR,1.1,8.8125,0.5,500,0,0.40476190476190477,0.4523809523809524,0.475,0.575,-0.12139228084618482,0.18034425346293445,2.925
29,OMR,1.1,8.8125,0.5,575,15,0.30952380952380953,0.5476190476190477,0.375,0.575,-0.6168486837213962,0.18877622882085593,1.325
3,JKP,1.0,7.125,1.0,425,-15,0.8658536585365854,0.036585365853658534,0.925,0.55,2.8987671679164237,0.3423807034203039,1.0
3,JKP,1.0,7.125,1.0,500,0,0.8170731707317073,0.06097560975609756,0.8875,0.5625,2.4509026149987982,0.3211839638998309,0.95
3,JKP,1.0,7.125,1.0,575,15,0.7926829268292683,0.012195121951219513,0.9,0.6,3.0666914104337284,0.7175799912859296,0.8625
30,EM,1.1,4.6875,1.0,425,-15,0.7857142857142857,0.35714285714285715,0.725,0.425,1.1577449645439442,-0.21276612547140247,1.425
30,EM,1.1,4.6875,1.0,500,0,0.6428571428571429,0.11904761904761904,0.775,0.625,1.545867474412431,0.4068273804056457,1.775
30,EM,1.1,4.6875,1.0,575,15,0.5,0.16666666666666666,0.675,0.675,0.967421566101701,0.4837107830508505,1.575
30,EM,1.1,4.6875,0.5,425,-15,0.5,0.07142857142857142,0.725,0.725,1.465233792685523,0.7326168963427615,1.075
30,EM,1.1,4.6875,0.5,500,0,0.35714285714285715,0.30952380952380953,0.525,0.675,0.1310942138809844,0.43165346374106184,1.625
30,EM,1.1,4.6875,0.5,575,15,0.40476190476190477,0.21428571428571427,0.6,0.7,0.5505982138573478,0.5163395008147007,1.825
31,OMR,1.1,6.6875,1.0,425,-15,0.9285714285714286,0.11904761904761904,0.925,0.475,2.644994910297384,-0.1427363375368309,0.875
31,OMR,1.1,6.6875,1.0,500,0,0.8809523809523809,0.023809523809523808,0.95,0.55,3.16051351425914,0.40049563951770883,0.95
31,OMR,1.1,6.6875,1.0,575,15,0.9285714285714286,0.07142857142857142,0.95,0.5,2.930467585371046,-0.0,1.025
31,OMR,1.1,6.6875,0.5,425,-15,0.35714285714285715,0.16666666666666666,0.6,0.75,0.6013152093011314,0.6667639614511354,1.65
31,OMR,1.1,6.6875,0.5,500,0,0.8333333333333334,0.21428571428571427,0.825,0.475,1.7590601738450755,-0.08789147917916323,2.075
31,OMR,1.1,6.6875,0.5,575,15,0.7380952380952381,0.07142857142857142,0.85,0.6,2.1027179536479004,0.41387481586157293,1.325
32,EM,1.1,5.9375,1.0,425,-15,0.8809523809523809,0.2619047619047619,0.825,0.425,1.8172452785742381,-0.27113847832474214,1.325
32,EM,1.1,5.9375,1.0,500,0,0.6904761904761905,0.2619047619047619,0.725,0.525,1.134684731643931,0.07014179514041144,1.15
32,EM,1.1,5.9375,1.0,575,15,0.6428571428571429,0.07142857142857142,0.8,0.65,1.8313401494860928,0.5495637179424766,0.9
32,EM,1.1,5.9375,0.5,425,-15,0.7857142857142857,0.35714285714285715,0.725,0.425,1.1577449645439442,-0.21276612547140247,1.575
32,EM,1.1,5.9375,0.5,500,0,0.7380952380952381,0.5,0.625,0.375,0.6374841609623771,-0.31874208048118857,1.475
32,EM,1.1,5.9375,0.5,575,15,0.5476190476190477,0.40476190476190477,0.575,0.525,0.360688506925869,0.06069614042309234,1.35
33,JKP,1.1,9.875,1.0,425,-15,0.8333333333333334,0.21428571428571427,0.825,0.475,1.7590601738450755,-0.08789147917916323,0.825
33,JKP,1.1,9.875,1.0,500,0,0.9761904761904762,0.07142857142857142,0.975,0.475,3.445986189332802,-0.25775930198087793,0.725
33,JKP,1.1,9.875,1.0,575,15,0.8809523809523809,0.023809523809523808,0.95,0.55,3.16051351425914,0.40049563951770883,0.65
33,JKP,1.1,9.875,0.5,425,-15,0.5952380952380952,0.2619047619047619,0.675,0.575,0.8785245548484037,0.19822188353817505,1.025
33,JKP,1.1,9.875,0.5,500,0,0.6428571428571429,0.2619047619047619,0.7,0.55,1.0035905177629467,0.13568890208090356,0.725
33,JKP,1.1,9.875,0.5,575,15,0.6428571428571429,0.16666666666666666,0.75,0.6,1.3335279229022707,0.3006576046505656,0.875
34,EM,1.1,7.625,1.0,425,-15,0.5952380952380952,0.07142857142857142,0.775,0.675,1.7062741865715498,0.6120966993997481,0.6
34,EM,1.1,7.625,1.0,500,0,0.5952380952380952,0.11904761904761904,0.75,0.65,1.420801511497888,0.4693603618629172,0.8
34,EM,1.1,7.625,1.0,575,15,0.8809523809523809,0.30952380952380953,0.8,0.4,1.6769616882934153,-0.34128027346515355,0.7
34,EM,1.1,7.625,0.5,425,-15,0.7380952380952381,0.30952380952380953,0.725,0.475,1.1346847316439312,-0.07014179514041155,0.775
34,EM,1.1,7.625,0.5,500,0,0.8333333333333334,0.4523809523809524,0.7,0.35,1.087069679141543,-0.4238867265309295,0.8
34,EM,1.1,7.625,0.5,575,15,0.8809523809523809,0.35714285714285715,0.775,0.375,1.5458674744124308,-0.4068273804056458,0.7
35,EM,1.1,7.9375,1.0,425,-15,0.9761904761904762,0.023809523809523808,1.0,0.5,3.9615047932945577,-0.0,0.675
35,EM,1.1,7.9375,1.0,500,0,0.9761904761904762,0.023809523809523808,1.0,0.5,3.9615047932945577,-0.0,1.025
35,EM,1.1,7.9375,1.0,575,15,0.9285714285714286,0.07142857142857142,0.95,0.5,2.930467585371046,-0.0,0.875
35,EM,1.1,7.9375,0.5,425,-15,0.7380952380952381,0.023809523809523808,0.875,0.625,2.618236557609656,0.6716341178424509,0.875
35,EM,1.1,7.9375,0.5,500,0,0.8809523809523809,0.30952380952380953,0.8,0.4,1.6769616882934153,-0.34128027346515355,1.175
35,EM,1.1,7.9375,0.5,575,15,0.8333333333333334,0.07142857142857142,0.9,0.55,2.432655358787224,0.24890611329191098,0.95
36,EM,1.1,3.5625,1.0,425,-15,0.9285714285714286,0.07142857142857142,0.95,0.5,2.930467585371046,-0.0,1.725
36,EM,1.1,3.5625,1.0,500,0,0.6904761904761905,0.11904761904761904,0.8,0.6,1.6769616882934153,0.34128027346515355,2.175
36,EM,1.1,3.5625,1.0,575,15,0.6904761904761905,0.11904761904761904,0.8,0.6,1.6769616882934153,0.34128027346515355,1.8
36,EM,1.1,3.5625,0.5,425,-15,0.4523809523809524,0.21428571428571427,0.625,0.675,0.6719904947035326,0.4556433603916083,2.075
36,EM,1.1,3.5625,0.5,500,0,0.5476190476190477,0.30952380952380953,0.625,0.575,0.6168486837213962,0.18877622882085593,2.225
36,EM,1.1,3.5625,0.5,575,15,0.5952380952380952,0.2619047619047619,0.675,0.575,0.8785245548484037,0.19822188353817505,1.85
37,OMR,1.1,10.4375,1.0,425,-15,0.7380952380952381,0.4523809523809524,0.65,0.4,0.7571322740022192,-0.25891802396126756,1.5
37,OMR,1.1,10.4375,1.0,500,0,0.7857142857142857,0.16666666666666666,0.825,0.525,1.7590601738450755,0.08789147917916323,1.3
37,OMR,1.1,10.4375,1.0,575,15,0.6904761904761905,0.16666666666666666,0.775,0.575,1.464622136783255,0.2351104977100735,1.05
37,OMR,1.1,10.4375,0.5,425,-15,0.8333333333333334,0.5952380952380952,0.625,0.275,0.7263811722156742,-0.604230979993864,1.6
37,OMR,1.1,10.4375,0.5,500,0,0.8333333333333334,0.6904761904761905,0.575,0.225,0.470220995420147,-0.7323110683916275,1.2
37,OMR,1.1,10.4375,0.5,575,15,0.8333333333333334,0.4523809523809524,0.7,0.35,1.087069679141543,-0.4238867265309295,1.425
38,mw,1.1,9.6875,1.0,425,-15,0.6428571428571429,0.11904761904761904,0.775,0.625,1.545867474412431,0.4068273804056457,1.525
38,mw,1.1,9.6875,1.0,500,0,0.7380952380952381,0.023809523809523808,0.875,0.625,2.618236557609656,0.6716341178424509,1.275
38,mw,1.1,9.6875,1.0,575,15,0.5,0.11904761904761904,0.7,0.7,1.1797611176118612,0.5898805588059306,1.55
38,mw,1.1,9.6875,0.5,425,-15,0.5952380952380952,0.16666666666666666,0.725,0.625,1.208461959987728,0.3631905861078371,1.5
38,mw,1.1,9.6875,0.5,500,0,0.35714285714285715,0.21428571428571427,0.575,0.725,0.42553225094280495,0.5788724822719721,1.575
38,mw,1.1,9.6875,0.5,575,15,0.5,0.07142857142857142,0.725,0.725,1.465233792685523,0.7326168963427615,1.475
39,MW,1.1,16.0625,1.0,425,-15,0.9285714285714286,0.16666666666666666,0.9,0.45,2.432655358787224,-0.24890611329191098,0.775
39,MW,1.1,16.0625,1.0,500,0,0.7857142857142857,0.07142857142857142,0.875,0.575,2.2568724004288976,0.3367975924710742,0.725
39,MW,1.1,16.0625,1.0,575,15,0.8333333333333334,0.21428571428571427,0.825,0.475,1.7590601738450755,-0.08789147917916323,0.925
39,MW,1.1,16.0625,0.5,425,-15,0.8333333333333334,0.30952380952380953,0.775,0.425,1.464622136783255,-0.2351104977100735,0.825
39,MW,1.1,16.0625,0.5,500,0,0.8809523809523809,0.40476190476190477,0.75,0.35,1.420801511497888,-0.4693603618629172,1.075
39,MW,1.1,16.0625,0.5,575,15,0.8809523809523809,0.16666666666666666,0.875,0.475,2.147182683713562,-0.10616977575508008,0.9
4,MW,1.0,25.8125,1.0,425,-15,0.7926829268292683,0.036585365853658534,0.8875,0.5875,2.60753000130945,0.48799928672379067,0.65
4,MW,1.0,25.8125,1.0,500,0,0.9146341463414634,0.08536585365853659,0.925,0.5,2.7397129590215954,-0.0,0.675
4,MW,1.0,25.8125,1.0,575,15,0.8414634146341463,0.036585365853658534,0.9125,0.5625,2.792254832997831,0.3956368708796003,0.75
40,mw,1.1,6.9375,1.0,425,-15,0.9761904761904762,0.16666666666666666,0.925,0.425,2.94817396274898,-0.506665415272789,0.725
40,mw,1.1,6.9375,1.0,500,0,0.9761904761904762,0.21428571428571427,0.9,0.4,2.7723910043906534,-0.5945568944519521,0.875
40,mw,1.1,6.9375,1.0,575,15,0.9761904761904762,0.21428571428571427,0.9,0.4,2.7723910043906534,-0.5945568944519521,0.925
40,mw,1.1,6.9375,0.5,425,-15,0.8333333333333334,0.21428571428571427,0.825,0.475,1.7590601738450755,-0.08789147917916323,1.0
40,mw,1.1,6.9375,0.5,500,0,0.9285714285714286,0.6428571428571429,0.65,0.2,1.0991274358849532,-0.9156700747430464,0.875
40,mw,1.1,6.9375,0.5,575,15,0.9285714285714286,0.5476190476190477,0.7,0.25,1.3455856796456809,-0.7924409528626826,1.15
41,mw,1.1,31.375,1.0,425,-15,0.8333333333333334,0.21428571428571427,0.825,0.475,1.7590601738450755,-0.08789147917916323,1.125
41,mw,1.1,31.375,1.0,500,0,0.8809523809523809,0.2619047619047619,0.825,0.425,1.8172452785742381,-0.27113847832474214,1.075
41,mw,1.1,31.375,1.0,575,15,0.8809523809523809,0.21428571428571427,0.85,0.45,1.9713997253552358,-0.1940612549342433,1.375
41,mw,1.1,31.375,0.5,425,-15,0.7857142857142857,0.6428571428571429,0.575,0.275,0.4255322509428048,-0.5788724822719722,1.3
41,mw,1.1,31.375,0.5,500,0,0.9761904761904762,0.7857142857142857,0.6,0.1,1.1891137889039043,-1.3861955021953267,1.025
41,mw,1.1,31.375,0.5,575,15,0.7857142857142857,0.6904761904761905,0.55,0.25,0.29443803706182053,-0.6444195892124643,1.6
42,MW,1.1,20.0,1.0,425,-15,0.9285714285714286,0.11904761904761904,0.925,0.475,2.644994910297384,-0.1427363375368309,1.5
42,MW,1.1,20.0,1.0,500,0,0.9285714285714286,0.023809523809523808,0.975,0.525,3.445986189332802,0.25775930198087793,0.9
42,MW,1.1,20.0,1.0,575,15,0.8809523809523809,0.023809523809523808,0.95,0.55,3.16051351425914,0.40049563951770883,0.95
42,MW,1.1,20.0,0.5,425,-15,0.8809523809523809,0.11904761904761904,0.9,0.5,2.3595222352237224,-0.0,1.125
42,MW,1.1,20.0,0.5,500,0,0.8333333333333334,0.07142857142857142,0.9,0.55,2.432655358787224,0.24890611329191098,1.2
42,MW,1.1,20.0,0.5,575,15,0.8809523809523809,0.16666666666666666,0.875,0.475,2.147182683713562,-0.10616977575508008,1.15
5,JKP,1.0,8.875,1.0,425,-15,0.524390243902439,0.13414634146341464,0.7,0.675,1.1681782915764591,0.5229137347496784,1.2625
5,JKP,1.0,8.875,1.0,500,0,0.8658536585365854,0.08536585365853659,0.9,0.525,2.4768593600487057,0.13142679948644487,1.2
5,JKP,1.0,8.875,1.0,575,15,0.6707317073170732,0.10975609756097561,0.7875,0.6125,1.669760787696251,0.39294586746314697,1.1625
6,EM,1.0,4.4375,1.0,425,-15,0.9390243902439024,0.13414634146341464,0.9125,0.4625,2.653638151937138,-0.219816195430661,1.1125
