subject,experimenter,version,jnd,shift_size,interval,offset,hit_rate,fa_rate,accuracy,perc_resp_low,dprime,C,rt
6,EM,1.0,4.4375,1.0,500,0,0.9146341463414634,0.08536585365853659,0.925,0.5,2.7397129590215954,-0.0,0.9125
6,EM,1.0,4.4375,1.0,575,15,0.9146341463414634,0.036585365853658534,0.95,0.525,3.1616207668893135,0.21095390393385904,0.975
7,OMR,1.0,28.5,1.0,425,-15,0.8902439024390244,0.2804878048780488,0.8125,0.4125,1.8092192678437282,-0.3232166273894084,1.0
7,OMR,1.0,28.5,1.0,500,0,0.7682926829268293,0.13414634146341464,0.825,0.55,1.8402386637234198,0.18688354867619805,1.1375
7,OMR,1.0,28.5,1.0,575,15,0.5975609756097561,0.13414634146341464,0.7375,0.6375,1.3540418712768851,0.4299819448994654,1.1
8,OMR,1.0,6.8125,1.0,425,-15,0.9390243902439024,0.10975609756097561,0.925,0.475,2.7744615327105024,-0.15940450504397874,1.6875
8,OMR,1.0,6.8125,1.0,500,0,0.9878048780487805,0.23170731707317074,0.8875,0.3875,2.9841614796883054,-0.7588449566586409,1.8125
8,OMR,1.0,6.8125,1.0,575,15,0.9634146341463414,0.13414634146341464,0.925,0.45,2.8987671679164233,-0.3423807034203038,1.5625
9,,1.0,7.75,1.0,425,-15,0.9390243902439024,0.012195121951219513,0.975,0.525,3.7975609679020237,0.3521452125517819,1.1
9,,1.0,7.75,1.0,500,0,0.8902439024390244,0.012195121951219513,0.95,0.55,3.478751957814066,0.5115497175957606,1.025
9,,1.0,7.75,1.0,575,15,0.8414634146341463,0.012195121951219513,0.925,0.575,3.251416242122109,0.6252175754417393,1.125
